id;card_number;transaction_date;value;segment
CTID80478358;8462-5562-6993-2745;22/06/2016;17198;SEG13
CTID35361185;4246-1369-3659-8804;10/02/2016;45600;SEG20
CTID69698639;8793-4049-9771-8176;08/03/2016;4891;SEG16
CTID29994670;4262-7103-6508-4214;04/04/2016;26415;SEG15
CTID91097740;5206-5979-9383-4538;01/12/2016;31240;SEG20
CTID90866890;8522-7783-9262-6673;14/10/2016;41516;SEG25
CTID79177169;3620-5235-2101-3391;20/05/2016;17344;SEG19
CTID89003826;4046-1968-8375-3680;17/09/2016;13003;SEG25
CTID96275549;4334-6855-2003-9239;20/09/2016;46491;SEG15
CTID89520284;3295-6390-4452-7199;08/03/2016;20883;SEG19
CTID83356618;3652-5528-4808-8216;21/11/2016;22557;SEG22
CTID69568329;8259-5688-7450-9931;04/12/2016;29318;SEG18
CTID21619757;4864-7119-5608-7611;03/04/2016;26481;SEG23
CTID68122705;4027-9234-2261-8201;10/06/2016;42490;SEG12
CTID58966750;3170-4662-9297-6384;08/05/2016;935;SEG24
CTID67155408;7795-9930-1867-6279;13/01/2016;35552;SEG15
CTID53974108;7504-5906-9389-8905;11/11/2016;42530;SEG18
CTID85945964;4491-2026-2441-2049;16/05/2016;13729;SEG15
CTID98662620;6415-7043-2998-3377;13/04/2016;2580;SEG23
CTID63249227;2595-7800-1142-5225;04/01/2016;17992;SEG25
CTID17860811;8031-9022-9952-9605;22/03/2016;39211;SEG13
CTID59200526;1536-9786-1960-7400;16/12/2016;49366;SEG21
CTID27087205;5349-1963-8417-8327;04/07/2016;49316;SEG21
CTID64875646;4971-8219-1133-6753;14/09/2016;26954;SEG11
CTID90799011;4144-3271-6301-9342;01/11/2016;35305;SEG18
CTID76334834;1350-6303-6190-5958;27/11/2016;25054;SEG17
CTID41348087;6531-1690-4324-2760;07/11/2016;24831;SEG14
CTID84164330;4012-7774-6690-7055;07/01/2016;40315;SEG17
CTID65222609;3467-3224-2464-5799;11/11/2016;27825;SEG23
CTID64190545;5750-8229-8026-8893;12/09/2016;41128;SEG25
CTID72449588;8078-7413-3861-2246;29/11/2016;40549;SEG13
CTID71574812;2944-6929-3608-9991;12/03/2016;270;SEG23
CTID52660798;3313-4024-5109-8235;14/03/2016;15619;SEG12
CTID87247112;9310-6095-5617-9905;17/08/2016;31772;SEG15
CTID99557205;4262-7103-6508-4214;03/02/2016;5692;SEG13
CTID28949206;7199-6959-4688-2302;27/04/2016;28812;SEG12
CTID54901377;1629-9566-3285-2123;27/04/2016;14032;SEG25
CTID79450867;1438-6906-2509-8219;07/05/2016;40470;SEG17
CTID59704969;3226-1711-7076-2949;25/08/2016;7445;SEG18
CTID41568220;9930-4634-8565-6716;11/07/2016;4626;SEG13
CTID20141818;4834-4297-3113-9327;26/04/2016;5855;SEG11
CTID35146506;7416-4529-6690-5703;26/06/2016;32874;SEG19
CTID75249221;3226-1711-7076-2949;19/03/2016;48190;SEG14
CTID14177454;3969-9181-6385-4422;12/10/2016;28807;SEG14
CTID55490037;2595-7800-1142-5225;07/04/2016;23991;SEG13
CTID67669314;5481-9525-6488-7566;23/08/2016;35783;SEG12
CTID77084883;9369-6196-2597-1730;07/02/2016;42257;SEG18
CTID20404222;6575-1457-7757-9141;03/12/2016;14237;SEG21
CTID98094439;1235-8656-9164-2644;09/01/2016;48460;SEG25
CTID65554516;6557-2662-6932-6028;01/05/2016;2563;SEG20
CTID18064809;3323-8332-7133-7008;26/04/2016;47673;SEG13
CTID74469356;6016-6956-6981-3103;27/06/2016;11726;SEG17
CTID39349432;3748-8048-5227-8162;19/12/2016;2390;SEG13
CTID84300992;6085-9783-3284-2783;15/02/2016;3778;SEG17
CTID41221467;6045-2636-8278-8875;17/11/2016;22540;SEG20
CTID43496505;3114-9778-2542-3154;07/04/2016;48848;SEG25
CTID18246187;2264-2870-6785-2725;14/01/2016;37434;SEG23
CTID65625195;9779-2601-5260-2896;14/11/2016;24421;SEG21
CTID65416446;8769-1185-5731-6569;28/07/2016;18409;SEG12
CTID89488068;9074-3311-4009-9836;26/04/2016;43056;SEG14
CTID26709830;6547-1222-2350-2503;20/02/2016;10658;SEG11
CTID75806356;3648-6856-2869-1255;08/02/2016;7085;SEG20
CTID97160984;8159-1257-4706-7544;14/07/2016;42278;SEG23
CTID62643531;3295-6390-4452-7199;02/06/2016;48682;SEG24
CTID85602269;7665-2468-6158-3511;03/06/2016;6457;SEG24
CTID96151492;4587-3535-8224-4301;28/02/2016;47799;SEG13
CTID58211747;5144-5591-4640-2208;16/03/2016;47437;SEG20
CTID37766014;7725-3576-5626-3317;22/11/2016;49308;SEG24
CTID17970769;5689-2440-9593-1931;26/10/2016;21671;SEG19
CTID44805220;6765-2732-8888-1318;13/07/2016;49645;SEG11
CTID28716826;5590-1294-8800-2874;31/12/2016;49077;SEG20
CTID20149808;6770-4547-6958-5035;16/06/2016;35410;SEG16
CTID97901276;5349-1963-8417-8327;13/11/2016;15109;SEG17
CTID56234569;4661-5769-5059-2114;27/08/2016;27750;SEG18
CTID61076151;5805-3882-2982-9418;31/12/2016;33789;SEG20
CTID20472527;9138-8487-6675-4521;03/04/2016;28985;SEG24
CTID92651141;5592-8244-5701-5100;09/09/2016;8463;SEG24
CTID68632141;9027-9319-4091-7718;06/07/2016;43339;SEG17
CTID26442073;3430-7717-8611-4878;16/09/2016;45393;SEG20
CTID80507198;2463-9055-1240-3878;17/09/2016;1612;SEG19
CTID14676731;6001-5945-4665-4926;04/09/2016;6132;SEG23
CTID83684340;5786-2204-6101-1373;17/10/2016;29130;SEG18
CTID14259095;1336-9200-1264-2551;05/06/2016;48742;SEG15
CTID76723439;7908-2695-7391-7499;15/09/2016;48275;SEG16
CTID12507275;5129-6974-6371-2964;31/01/2016;17438;SEG16
CTID18911156;9753-7718-2196-1448;20/04/2016;33214;SEG15
CTID38042854;3001-2844-6540-3608;16/08/2016;8380;SEG14
CTID48433353;2388-1652-4326-6035;20/02/2016;5478;SEG14
CTID94593350;4954-2506-4917-1734;11/11/2016;40720;SEG15
CTID99846022;5864-4475-3659-1440;18/10/2016;47410;SEG16
CTID54849253;3914-1379-8974-9157;23/10/2016;19117;SEG16
CTID26082501;3440-3330-5015-4988;16/01/2016;39426;SEG11
CTID43120200;2893-7786-7528-2338;30/10/2016;35608;SEG17
CTID33563246;7586-6475-9618-3909;05/06/2016;44413;SEG24
CTID95021557;2949-1972-1300-6680;29/01/2016;24624;SEG20
CTID67579857;6262-7793-5307-8561;04/01/2016;48874;SEG12
CTID47494185;6575-1457-7757-9141;13/02/2016;39535;SEG22
CTID92348653;7908-3850-6633-2606;27/11/2016;34485;SEG18
CTID13930590;6272-7021-2748-1471;06/09/2016;31196;SEG15
CTID41842958;6540-2862-2962-5109;15/05/2016;28767;SEG15
CTID17685255;1749-4777-2532-7766;26/09/2016;45999;SEG17
CTID28146247;1113-9175-3253-8426;17/12/2016;33739;SEG25
CTID23633635;8272-7202-4112-6502;18/10/2016;17371;SEG16
CTID14218444;1893-8853-9900-8478;25/10/2016;12446;SEG12
CTID69512425;9356-9491-6534-8313;07/08/2016;19345;SEG19
CTID21829733;3114-9778-2542-3154;05/03/2016;34266;SEG18
CTID88718113;6876-7378-4945-3251;14/07/2016;23983;SEG11
CTID77706123;4349-5976-1214-5524;11/07/2016;46273;SEG24
CTID99691250;7179-9253-8424-9313;25/06/2016;31902;SEG21
CTID68141310;5590-1294-8800-2874;04/08/2016;48348;SEG23
CTID31891009;8159-1257-4706-7544;09/12/2016;13443;SEG23
CTID96178428;5936-1967-4966-6077;05/05/2016;44547;SEG21
CTID57402349;1187-8674-2708-3972;12/06/2016;34216;SEG19
CTID40603697;3295-6390-4452-7199;28/09/2016;27052;SEG14
CTID24745160;6722-7299-6082-7974;10/03/2016;16694;SEG24
CTID95547196;3697-6001-4909-5350;31/01/2016;28411;SEG15
CTID66410660;5380-2273-3524-9795;24/07/2016;1514;SEG16
CTID71581912;8518-4517-6409-6976;19/04/2016;4430;SEG24
CTID53494875;1113-9175-3253-8426;22/08/2016;7688;SEG17
CTID82909053;2447-6299-5016-4953;18/01/2016;26733;SEG18
CTID56948935;2944-6929-3608-9991;05/05/2016;22916;SEG24
CTID42568651;7106-4239-7093-1515;31/01/2016;28695;SEG11
CTID50437104;4138-5166-7490-1188;05/10/2016;39921;SEG21
CTID70314444;5144-5591-4640-2208;06/03/2016;38816;SEG14
CTID16027734;1466-1600-9312-7604;17/01/2016;15033;SEG18
CTID83023902;5129-6974-6371-2964;02/01/2016;23364;SEG23
CTID96736972;7815-7711-6866-1320;28/10/2016;1458;SEG16
CTID52379141;1481-2536-2178-7547;09/09/2016;10713;SEG24
CTID89700172;3114-9778-2542-3154;28/03/2016;49440;SEG21
CTID57712307;9779-2601-5260-2896;26/10/2016;25103;SEG24
CTID85809725;9314-8332-5195-8287;16/11/2016;39269;SEG24
CTID23317002;3671-4079-8067-8622;11/05/2016;3872;SEG24
CTID12471151;9540-8558-5897-5046;13/06/2016;12367;SEG13
CTID11451266;6343-7134-9888-2361;05/09/2016;15799;SEG17
CTID72846268;2447-6299-5016-4953;02/10/2016;13261;SEG15
CTID36909457;9446-5484-2517-1811;16/09/2016;49587;SEG19
CTID17928213;5574-7647-1844-5316;23/03/2016;10107;SEG19
CTID85232386;7795-9930-1867-6279;16/04/2016;47413;SEG16
CTID54985504;4092-8604-7363-3393;21/03/2016;39409;SEG15
CTID83817295;9083-6711-4313-1181;24/12/2016;27742;SEG12
CTID13087198;1290-5480-3763-3387;06/02/2016;15005;SEG15
CTID57053248;1113-9175-3253-8426;01/09/2016;44745;SEG12
CTID78354381;1782-5331-5899-1813;28/12/2016;47576;SEG21
CTID40074917;4334-6855-2003-9239;20/09/2016;26428;SEG22
CTID77336660;7697-2274-6431-6408;19/11/2016;2744;SEG22
CTID64452984;1825-7669-6621-9045;13/07/2016;47340;SEG24
CTID49354813;6085-9783-3284-2783;16/04/2016;3304;SEG18
CTID40312543;8002-6041-9878-5658;14/03/2016;45179;SEG14
CTID67266507;4265-2692-1676-5635;04/05/2016;28466;SEG25
CTID21246201;2524-4184-5908-6750;29/02/2016;35751;SEG25
CTID44364407;8706-3809-5167-3899;27/10/2016;582;SEG22
CTID15676070;5564-7149-9280-5472;16/02/2016;3855;SEG12
CTID81380572;9304-8255-4381-2028;03/11/2016;25508;SEG18
CTID62411929;6722-7299-6082-7974;14/11/2016;38705;SEG16
CTID87437665;8321-8463-7644-8934;07/10/2016;41933;SEG13
CTID99526605;5094-8484-5014-6152;27/03/2016;28146;SEG16
CTID35994816;8797-7761-7623-1806;29/01/2016;15684;SEG23
CTID64299422;6479-5593-2105-9060;14/04/2016;16075;SEG11
CTID57561883;4262-7103-6508-4214;20/11/2016;29915;SEG17
CTID37117665;2535-9251-5633-3656;18/03/2016;5234;SEG11
CTID67832012;3114-9778-2542-3154;12/07/2016;3567;SEG23
CTID12947831;3652-5528-4808-8216;18/04/2016;48795;SEG23
CTID15079004;5616-5526-4836-1962;25/05/2016;22443;SEG18
CTID21975615;7382-8932-9683-9480;11/12/2016;46373;SEG19
CTID48293262;6722-7299-6082-7974;06/10/2016;36343;SEG12
CTID48170323;7447-6644-5678-8061;31/08/2016;42320;SEG18
CTID48803842;3170-4662-9297-6384;14/11/2016;36280;SEG23
CTID82703718;4937-6752-6970-3163;24/01/2016;26673;SEG17
CTID15268209;7908-3850-6633-2606;05/03/2016;48959;SEG25
CTID26555772;5734-5619-8469-4044;11/01/2016;683;SEG22
CTID35085151;7665-2468-6158-3511;31/10/2016;34543;SEG24
CTID45535563;7677-5937-2671-3687;02/03/2016;3075;SEG21
CTID44351107;4646-8260-8197-7078;16/02/2016;23275;SEG15
CTID16766150;6228-9033-3508-8121;21/05/2016;41832;SEG14
CTID96774133;9376-8684-9599-2988;11/09/2016;49512;SEG13
CTID58177331;6262-7793-5307-8561;02/02/2016;27906;SEG24
CTID58446165;2116-6906-9722-9824;25/08/2016;27509;SEG17
CTID13688026;3467-4873-4196-4795;18/02/2016;46953;SEG21
CTID97159006;1546-9786-8388-4937;20/01/2016;5928;SEG17
CTID59115860;6025-2610-4001-6680;02/04/2016;30316;SEG13
CTID78160167;2640-5294-8252-8817;06/07/2016;2194;SEG16
CTID53196917;1449-4529-1480-3546;29/03/2016;31255;SEG21
CTID38378005;3545-8540-7402-9523;02/02/2016;45443;SEG20
CTID80937737;1556-5778-6667-4345;22/08/2016;7756;SEG12
CTID34823363;7377-5503-9688-7953;17/07/2016;31334;SEG13
CTID66026496;4349-5976-1214-5524;25/05/2016;43601;SEG24
CTID61506049;8509-8871-7296-2015;28/03/2016;27590;SEG24
CTID45741006;4991-3814-8016-9048;07/05/2016;10823;SEG19
CTID27712849;9540-8558-5897-5046;23/04/2016;45289;SEG11
CTID20567160;3295-6390-4452-7199;08/10/2016;49155;SEG16
CTID29800036;8904-2491-3727-6958;02/05/2016;32249;SEG23
CTID24425602;4037-7862-8119-1361;09/03/2016;39305;SEG25
CTID86516394;1559-8764-1659-4317;26/01/2016;2690;SEG13
CTID65983223;5982-5047-2653-9052;02/10/2016;28480;SEG21
CTID59994609;5960-5753-3689-8262;07/08/2016;45527;SEG19
CTID59762530;6025-2610-4001-6680;05/05/2016;17771;SEG16
CTID97953726;7900-3001-7632-4005;25/10/2016;9868;SEG17
CTID51095433;6399-9536-6027-1857;05/09/2016;41189;SEG17
CTID72909542;9621-6787-7890-7470;23/11/2016;356;SEG13
CTID83337032;4027-9234-2261-8201;19/04/2016;27557;SEG15
CTID21796860;3623-4506-7311-5151;05/03/2016;13807;SEG18
CTID66493057;3970-3872-2591-7629;19/04/2016;8313;SEG17
CTID77984770;9843-6858-7863-1891;14/04/2016;24861;SEG19
CTID75163018;2764-7023-8396-5255;25/10/2016;21577;SEG16
CTID69213511;5618-9718-9367-2102;01/01/2016;24148;SEG12
CTID67787518;2240-2748-8514-4335;10/11/2016;19499;SEG23
CTID62551194;4703-4800-3443-6825;02/02/2016;14620;SEG25
CTID69860077;8115-7743-6213-9284;12/05/2016;13378;SEG17
CTID18942969;6620-4005-4574-6263;09/04/2016;5252;SEG25
CTID19147015;4525-4818-6014-8945;05/02/2016;12668;SEG11
CTID92996473;8499-3007-6025-2772;28/05/2016;46682;SEG22
CTID21281530;8486-4186-7122-3452;25/01/2016;30308;SEG22
CTID87268140;6835-6133-8935-6988;06/04/2016;27867;SEG12
CTID25029358;7697-2274-6431-6408;12/03/2016;6045;SEG25
CTID91908613;6515-8771-7352-9788;15/11/2016;27421;SEG22
CTID41214539;9991-4727-7710-2269;31/01/2016;1899;SEG14
CTID16574498;9873-6894-5872-1884;01/04/2016;17413;SEG14
CTID93919888;3467-3224-2464-5799;03/09/2016;42844;SEG20
CTID98061278;7708-8807-7837-8812;24/10/2016;27963;SEG11
CTID97810643;8262-8743-6406-7105;06/11/2016;9744;SEG20
CTID81330129;8341-5263-4582-7396;11/11/2016;9274;SEG18
CTID99926159;9369-6196-2597-1730;01/07/2016;13780;SEG16
CTID84708179;6691-5105-1556-4131;30/01/2016;24622;SEG12
CTID32636923;5786-2204-6101-1373;08/01/2016;9167;SEG24
CTID61047482;6015-9255-9994-6771;01/10/2016;46703;SEG16
CTID26111612;3114-9778-2542-3154;13/07/2016;7397;SEG20
CTID29562213;4587-3535-8224-4301;08/02/2016;46223;SEG24
CTID12660661;8477-4051-5606-6540;06/04/2016;29271;SEG21
CTID40040919;5747-7372-2770-2325;24/11/2016;26354;SEG18
CTID91011959;6315-7338-3105-9947;23/09/2016;4280;SEG21
CTID33014371;2570-5181-2062-7588;10/12/2016;4383;SEG23
CTID82051460;7179-9253-8424-9313;12/04/2016;37562;SEG15
CTID42460968;8976-7958-2694-8171;14/02/2016;30756;SEG24
CTID59544357;5574-7647-1844-5316;04/11/2016;41293;SEG18
CTID70728707;8951-3220-4809-9797;18/04/2016;39371;SEG24
CTID54759604;8262-8743-6406-7105;07/09/2016;48567;SEG20
CTID60685459;8870-2780-7399-5151;10/12/2016;5265;SEG24
CTID85172488;7725-3576-5626-3317;24/08/2016;36413;SEG24
CTID16164328;2447-6299-5016-4953;05/11/2016;28562;SEG23
CTID77016457;3461-8685-2115-2963;04/06/2016;40675;SEG25
CTID75921059;3623-4506-7311-5151;19/08/2016;19927;SEG25
CTID49626853;2893-7786-7528-2338;16/01/2016;112;SEG17
CTID56779007;1893-8853-9900-8478;12/01/2016;45357;SEG11
CTID27437135;7234-6377-8525-5139;22/06/2016;10593;SEG18
CTID50250675;6001-5945-4665-4926;26/11/2016;31896;SEG11
CTID78925196;7164-1323-2737-4112;27/02/2016;47428;SEG14
CTID85667500;7900-3001-7632-4005;09/06/2016;48143;SEG16
CTID55244013;8869-7604-9618-3740;04/11/2016;46947;SEG14
CTID12335129;3594-2190-6052-1265;30/06/2016;43944;SEG24
CTID56084046;7017-9570-4103-5076;19/02/2016;46033;SEG23
CTID12027001;7658-7645-4568-1461;07/05/2016;38363;SEG20
CTID44564428;3196-5064-6247-7113;05/10/2016;44657;SEG24
CTID62598900;3007-2083-4197-9770;12/05/2016;5645;SEG25
CTID82626410;8509-8871-7296-2015;04/08/2016;21532;SEG15
CTID65797255;5978-8449-1139-4565;22/10/2016;15961;SEG13
CTID59133706;3380-5311-6073-9478;04/06/2016;18039;SEG14
CTID23100073;8725-3610-8060-2617;04/04/2016;2443;SEG23
CTID70721876;8578-3662-1951-5720;10/10/2016;33300;SEG21
CTID93386746;1438-6906-2509-8219;27/04/2016;43672;SEG13
CTID30363735;5251-7364-6702-5590;15/09/2016;43427;SEG19
CTID46908760;5341-5445-8369-7039;17/12/2016;43812;SEG20
CTID64023161;5747-7372-2770-2325;31/08/2016;41308;SEG16
CTID95682554;1536-9786-1960-7400;14/03/2016;39930;SEG22
CTID86501469;7362-1637-8977-1963;21/03/2016;19098;SEG19
CTID18556955;9635-4234-8168-7095;18/05/2016;42452;SEG22
CTID72154598;8287-3054-9804-9342;01/10/2016;20442;SEG20
CTID81479278;8467-5358-5569-3718;15/03/2016;31360;SEG17
CTID90614919;1259-5241-3561-1773;09/10/2016;19393;SEG13
CTID51475382;7583-5046-7750-5578;29/01/2016;46376;SEG18
CTID91415882;6770-4547-6958-5035;19/01/2016;39022;SEG11
CTID55875222;4262-7103-6508-4214;12/07/2016;34379;SEG16
CTID58583736;1113-9175-3253-8426;13/04/2016;38171;SEG24
CTID54321925;9161-8723-1217-5269;07/07/2016;4120;SEG12
CTID86487799;2349-2290-6329-3624;10/10/2016;37697;SEG19
CTID48118773;5206-5979-9383-4538;23/11/2016;42755;SEG20
CTID42754027;6492-5655-8241-3530;04/05/2016;30868;SEG16
CTID31086529;1481-2536-2178-7547;28/04/2016;48401;SEG11
CTID93612234;3313-4024-5109-8235;19/11/2016;37695;SEG23
CTID71061438;6148-9835-7115-4405;27/09/2016;7518;SEG15
CTID49861312;2568-8047-9427-1704;31/08/2016;28039;SEG14
CTID64903840;7290-4771-9163-1291;02/09/2016;1128;SEG23
CTID15622999;5316-4617-7300-3260;25/06/2016;8190;SEG15
CTID63098092;7697-2274-6431-6408;08/12/2016;4939;SEG24
CTID97782318;2357-9896-6403-5970;19/10/2016;27919;SEG20
CTID11888859;5734-5619-8469-4044;19/03/2016;19067;SEG19
CTID87167728;3323-8332-7133-7008;05/09/2016;39622;SEG18
CTID45754064;6575-1457-7757-9141;28/05/2016;46804;SEG20
CTID77703178;2056-7091-8023-1914;23/09/2016;2554;SEG11
CTID73357245;5481-9525-6488-7566;21/07/2016;28092;SEG21
CTID28279880;5591-5619-8809-5454;01/03/2016;10463;SEG15
CTID44626561;6321-2048-7733-8765;20/02/2016;12894;SEG14
CTID60081515;9304-4488-7872-2868;27/12/2016;16875;SEG17
CTID22010637;7837-4036-5999-1672;18/05/2016;39893;SEG15
CTID76079574;2264-2870-6785-2725;13/04/2016;24315;SEG15
CTID69208757;7212-8665-7734-5918;02/06/2016;41695;SEG24
CTID50224110;7430-6895-6227-4665;22/05/2016;10261;SEG13
CTID49524774;3697-6001-4909-5350;06/06/2016;26045;SEG24
CTID18510009;8217-2336-2393-6960;24/05/2016;20982;SEG11
CTID91651597;2271-9253-1553-2843;18/09/2016;10969;SEG18
CTID82591156;5447-4124-3337-6163;17/09/2016;34622;SEG14
CTID99656702;4448-9587-7180-9589;19/04/2016;42868;SEG25
CTID95623030;9162-3465-6654-4891;25/08/2016;21853;SEG23
CTID52412734;1559-8764-1659-4317;04/12/2016;1723;SEG19
CTID29276973;6515-8771-7352-9788;02/07/2016;1089;SEG22
CTID23923026;6620-4005-4574-6263;17/03/2016;16341;SEG14
CTID76887344;8794-7936-2566-9238;13/02/2016;15403;SEG21
CTID37185856;1782-8675-4061-3666;13/05/2016;31843;SEG19
CTID86615506;1410-9622-6092-3445;20/04/2016;43641;SEG13
CTID39843249;5747-7372-2770-2325;05/12/2016;32526;SEG20
CTID11238015;9356-9491-6534-8313;27/03/2016;4372;SEG24
CTID64528966;7430-6895-6227-4665;10/06/2016;47410;SEG25
CTID23017061;2447-6299-5016-4953;28/02/2016;2028;SEG22
CTID53744642;5018-8635-8433-6614;09/10/2016;46896;SEG24
CTID29718129;7199-4140-9327-8875;19/01/2016;2459;SEG20
CTID40454485;5957-5032-1448-8189;15/04/2016;37684;SEG24
CTID84582491;3467-4873-4196-4795;25/10/2016;25659;SEG15
CTID62347004;7326-9558-4788-5128;27/06/2016;18168;SEG15
CTID30085741;8259-5688-7450-9931;13/03/2016;25982;SEG22
CTID78991597;2834-5946-1542-4074;13/07/2016;23485;SEG15
CTID29081050;8673-7935-5776-9119;17/12/2016;4184;SEG17
CTID80143036;2524-4184-5908-6750;02/10/2016;15442;SEG25
CTID60303016;2834-5946-1542-4074;30/03/2016;49961;SEG20
CTID30084858;2595-8621-2855-9119;31/05/2016;5758;SEG25
CTID27795952;5262-2954-4306-9001;30/08/2016;6463;SEG11
CTID91326074;4046-1968-8375-3680;01/07/2016;22200;SEG18
CTID52815408;7211-2168-9731-5466;31/08/2016;11099;SEG18
CTID22250374;4027-9234-2261-8201;23/04/2016;25989;SEG11
CTID24549548;9322-7578-8781-2684;04/05/2016;15859;SEG16
CTID74107294;1683-2865-3396-4925;19/12/2016;23261;SEG23
CTID32225871;5010-4875-7956-3628;08/12/2016;17295;SEG16
CTID15466546;3140-6494-9869-5893;03/09/2016;48838;SEG20
CTID61545817;8321-8463-7644-8934;07/12/2016;38150;SEG11
CTID25408800;8685-1513-4751-8018;16/06/2016;13438;SEG20
CTID42224089;6319-3749-2944-6015;15/11/2016;5565;SEG14
CTID48991572;5349-1963-8417-8327;05/09/2016;12041;SEG16
CTID46205391;8106-9789-1679-2552;23/05/2016;21503;SEG24
CTID37755014;3168-6552-9936-1500;04/11/2016;17523;SEG25
CTID30118220;9540-8558-5897-5046;16/11/2016;5954;SEG19
CTID89360963;8836-7078-5752-6312;17/03/2016;23154;SEG12
CTID61376880;6045-2636-8278-8875;04/07/2016;33452;SEG19
CTID53145997;8836-7078-5752-6312;21/04/2016;45589;SEG12
CTID54141749;6785-6309-6247-3002;21/01/2016;49698;SEG19
CTID45672021;6415-7043-2998-3377;11/01/2016;9833;SEG18
CTID82174320;5993-5660-3442-6277;02/01/2016;24970;SEG20
CTID22023759;9753-7718-2196-1448;29/04/2016;32720;SEG24
CTID47486045;1782-8675-4061-3666;09/04/2016;34586;SEG17
CTID66108292;5144-5591-4640-2208;12/04/2016;32772;SEG17
CTID80314947;2161-8530-5218-6803;05/12/2016;43467;SEG25
CTID17723734;1350-6303-6190-5958;28/05/2016;29542;SEG12
CTID87570573;1159-7886-1385-5540;29/06/2016;16936;SEG21
CTID24922809;8507-1459-7315-8148;27/03/2016;36106;SEG13
CTID48053831;2834-5946-1542-4074;06/02/2016;32379;SEG23
CTID33095743;4834-4297-3113-9327;27/02/2016;45774;SEG19
CTID68667552;3430-7717-8611-4878;04/10/2016;11604;SEG24
CTID96261660;9497-8994-1281-9719;12/06/2016;14342;SEG11
CTID67853121;8870-2780-7399-5151;03/12/2016;29782;SEG13
CTID68804851;7665-2468-6158-3511;21/07/2016;23817;SEG25
CTID25120084;1175-3754-1370-5515;26/11/2016;12509;SEG18
CTID49876080;2568-8047-9427-1704;07/04/2016;562;SEG17
CTID95268718;6343-7134-9888-2361;18/09/2016;35742;SEG13
CTID67815040;7908-2695-7391-7499;21/08/2016;40485;SEG17
CTID18405045;5010-4875-7956-3628;08/12/2016;16791;SEG22
CTID55216061;6016-6956-6981-3103;03/09/2016;8910;SEG20
CTID99863649;4562-2665-7578-1931;27/12/2016;31762;SEG23
CTID89817890;9356-9491-6534-8313;11/05/2016;11357;SEG18
CTID42312114;3648-6856-2869-1255;03/06/2016;29320;SEG21
CTID79351279;7863-1291-5335-8126;06/03/2016;45900;SEG25
CTID73773088;1661-3809-5334-2155;30/03/2016;8060;SEG21
CTID74946716;6045-2636-8278-8875;12/05/2016;34915;SEG23
CTID89530457;8769-1185-5731-6569;10/07/2016;21565;SEG16
CTID64136478;4663-3168-7059-6778;04/05/2016;46852;SEG19
CTID84246579;2240-2748-8514-4335;07/06/2016;45347;SEG12
CTID43345462;6617-5782-1394-1632;02/04/2016;24043;SEG13
CTID90452792;7725-3576-5626-3317;13/06/2016;4593;SEG22
CTID52836755;6262-7793-5307-8561;01/08/2016;42905;SEG20
CTID38181739;4959-5036-1379-1303;09/05/2016;32303;SEG14
CTID57553330;2535-9251-5633-3656;19/01/2016;27685;SEG16
CTID88487049;7447-6644-5678-8061;28/02/2016;16166;SEG23
CTID74750270;7164-1323-2737-4112;12/08/2016;17129;SEG14
CTID73125432;7583-5046-7750-5578;16/10/2016;44557;SEG12
CTID15630854;3380-5311-6073-9478;18/09/2016;25100;SEG25
CTID43251093;8106-9789-1679-2552;24/12/2016;39319;SEG17
CTID96088701;9842-5558-3255-3410;21/08/2016;26747;SEG25
CTID71324533;5447-4124-3337-6163;02/01/2016;19240;SEG23
CTID98001080;4783-2852-8264-4966;02/01/2016;9493;SEG19
CTID58954199;4646-8260-8197-7078;04/05/2016;37221;SEG23
CTID76141534;4646-8260-8197-7078;24/12/2016;35560;SEG22
CTID78868390;5564-7149-9280-5472;30/05/2016;22080;SEG21
CTID39781231;1519-5130-5810-8539;10/04/2016;35071;SEG20
CTID97853708;1750-2387-4085-7042;27/09/2016;36808;SEG24
CTID62499873;7752-7762-8832-3142;25/10/2016;17038;SEG12
CTID27775874;8951-3220-4809-9797;03/11/2016;47818;SEG21
CTID50732312;6722-7299-6082-7974;30/05/2016;23771;SEG21
CTID19612056;7662-3108-4951-8587;24/07/2016;2220;SEG24
CTID67180014;2388-1652-4326-6035;06/10/2016;20270;SEG12
